제품명,리뷰어,리뷰어 정보,별점,한달이상사용,재구매여부,리뷰내용,피부타입_건성에 좋아요,피부타입_복합성에 좋아요,피부타입_지성에 좋아요,피부고민_보습에 좋아요,피부고민_주름/미백에 좋아요,피부고민_진정에 좋아요,자극도_보통이에요,자극도_자극없이 순해요,자극도_자극이 느껴져요
라로슈포제 시카플라스트 크림 B5 100ml 기획 (+3ml*2 추가증정),메이크업장인,복합성 웜톤 모공 블랙헤드,5,0,0,"너무너무 만족해서 여러번 구매하는 제품이에요!
너무 무겁지 않고 피부에 착 붙어서 대만족이에요
지성도 가볍게 쓸 수 있는 제품이라 만족이에요❤️
피부가 예민하시다면 완전 추천하는 제품이니 꼭 사용해보셔요!✨
구성도 너무 좋고 할인도 최고랍니다!",0,1,0,0,0,1,0,1,0
라로슈포제 시카플라스트 크림 B5 100ml 기획 (+3ml*2 추가증정),고게레겡,,5,1,1,"꾸덕하니 보습이 잘됩니다
스킨, 라로슈포제B5앰플, 크림 순으로 아침에 바르고 AG20선크림 바르는데 앰플이랑 크림이 속건조 잡아줘서 조하용

다만 크림 너무 두껍게 바르고 선크림 대신 파데바를 때는 화장 밀림 있어요!!

그리구 신기한게 리얼베리어? 로션이랑 같이바르면 얼굴이 붉게 올라오거나 그런건 없는데 화하면서 한 10분 정도?? 따가워요
근데 다시 크림스킨+라로슈포제 앰플+해당크림 + 가끔 추가로 라로슈포제 밤 이렇게 쓸 때는 전혀 따가움 없어요.
왜인지는 모르겠지만 저는 그러네요?!",1,0,0,1,0,0,0,1,0
라로슈포제 시카플라스트 크림 B5 100ml 기획 (+3ml*2 추가증정),냥헤냥,건성 봄웜톤 미백 민감성,5,1,0,나 이거 하도 좋다기에 기획할인받아 구매후 몇달째 쓰고있는데 참 무난하게 좋더라. 얼굴에 열감도 많고 민감해서 조금만 긁어도 붉게 부어서 올라오는등 예민보스 피부가 잘때 이거 발라두면 아침에 흔적없드라. 엄청나게 막 윤기나고 하얘지고 이런게 아니라 피부컨디션 자체를 평탄하게 유지시켜준다는 느낌들었다. 부드럽지만 묵직한 제형이라 기능성 에센스나 세럼 바르고 이걸로 마무리하면 촉촉한게 날아가지않고 팩으로 눌러놓은거처럼 좋다,0,1,0,0,0,1,0,1,0
[단독기획] 토리든 밸런스풀 시카 진정 크림 80ml 기획 (+세럼 10ml),,,5,0,0,약간 쫀득한 점성이 느껴지는 제형이고 향은 호불호없이 사용할 수 있을 거같아요. 진정효과가 있고 촉촉해요,1,0,0,0,0,1,0,1,0
[단독기획] 토리든 밸런스풀 시카 진정 크림 80ml 기획 (+세럼 10ml),주허니,,5,1,0,"토리든 담당자님 제 리뷰를 보신다면 이거 절대 단종 되면 안됩니다 제 피부를 구원해준 인생탬이에요 진정 효과 최고… 진짜 이거 쓰고 붉은기 많이 좋아짐 ㅠㅠ
한 달만에 한통 다 쓰고 지금 두통째인데 평생 이것만 쓸라고요….. 이거 단종되는 날엔 저 무덤 팝니다
이거 없으면 전 죽어요………..",1,0,0,0,0,1,0,1,0
[단독기획] 토리든 밸런스풀 시카 진정 크림 80ml 기획 (+세럼 10ml),갈맥이,건성 쿨톤 민감성 잡티,5,0,0,"전에 썼던 크림들은 자꾸 여름이나 겨울에 여드름이 자꾸 올라오거나 생리때 되면 여르듦이 자꾸 올라왔는데, 이크림을 써보니까 처음에 자극이 없어서 진짜 놀랐구요 너무 순해요!!
예민한 피부도 쓸수있을 정도에요, 원래 제가 크림을 잘 안바꾸는편인데 1~2년만에 바꿨어요!! 그정도로 좋으니까 꼭 사세요",0,1,0,0,0,1,0,1,0
[단독기획] 토리든 밸런스풀 시카 진정 크림 80ml 기획 (+세럼 10ml),개구리냠냠,민감성 여름쿨톤 각질 모공,5,0,0,지성이 여름에 쓰기 좋은 제품 겨울에는 좀 부족 할 듯 난 수부지라서 겨울에는 건조 할 거 같고 여름에 쓰기 좀 무난한 무난,0,0,1,0,0,1,0,1,0
[단독기획] 토리든 밸런스풀 시카 진정 크림 80ml 기획 (+세럼 10ml),시루멍,트러블성 쿨톤 트러블 피지과다,5,0,1,자기 전에 꼭 바르고 자는데 자극도 없고 진정도 잘되어서 좋아요. 흡수도 잘되고 다 쓰면 재구매할려고요!,0,1,0,0,0,1,0,1,0
에스트라 아토베리어365 하이드로 수딩크림 60ml 기획(+하이드로에센스25ml+선크림10ml),,,5,0,0,"기획상품 구매해서 잘 사용했지만
양이 좀 적어서 금방 다쓸꺼 같습니다 ㅎㅎ",0,1,0,1,0,0,0,1,0
에스트라 아토베리어365 하이드로 수딩크림 60ml 기획(+하이드로에센스25ml+선크림10ml),우리집강아지귀여워용,복합성 웜톤 민감성 잡티,5,1,0,수부지 피부라서 여름 크림으로 쓰려고 구매했어요 수분감은 그대 로 유분감없이 마무리 되어서 좋아요👍,0,1,0,1,0,0,0,1,0
에스트라 아토베리어365 하이드로 수딩크림 60ml 기획(+하이드로에센스25ml+선크림10ml),ouestdans,복합성 겨울쿨톤 미백 트러블,3,1,0,"샘플써보고 여름철 유분폭발하며 피부 뒤집어지는게 개선되어 본품샀는데, 본품은 또 유분폭발이네요..
발랐을땐 수딩이라 가볍게 수분감만 주는듯 하더니 얼마안돼 유분폭발해서 피부가 너무 답답하더라구요..ㅜㅜ",1,0,0,1,0,0,0,1,0
에스트라 아토베리어365 하이드로 수딩크림 60ml 기획(+하이드로에센스25ml+선크림10ml),헤이즐넛,트러블성 여름쿨톤 모공 민감성,5,0,0,여름에는 항상 이걸로 씁니다 기름지지도않고 촉촉하고 자극없이 순하게 쓸 수 있어요,0,0,1,0,0,1,0,1,0
에스트라 아토베리어365 하이드로 수딩크림 60ml 기획(+하이드로에센스25ml+선크림10ml),whdk422,지성 쿨톤 모공 미백,5,1,0,"계속 재구매템입니다. 순하고 촉촉해요 아침 저녁으로 샤워 후 발라주고 있어요, 이번엔 행사를 더 해서 2세트 구매했습니다!",1,0,0,1,0,0,0,1,0
[7월 올영픽/보습탄력] 아비브 부활초 크림 뉴트리션 튜브 75ml 기획 (+30ml 추가 증정),,,5,0,0,아무런 향은 느껴지지 않구요 바르면 즉각적인 수분감이 느껴집니다 촉촉하고 부드럽게 잘 스며들어요 용량 대비 가격이 좀 비싼 거 같긴 하지만 그만한 값어치는 하는 제품이네요,1,0,0,1,0,0,0,1,0
[7월 올영픽/보습탄력] 아비브 부활초 크림 뉴트리션 튜브 75ml 기획 (+30ml 추가 증정),모코모코,민감성 가을웜톤 미백 민감성,5,1,0,가볍게 바르기 좋은 크림입니다. 아침 메이크업 전에 발라주고 있어요,1,0,0,1,0,0,0,1,0
[7월 올영픽/보습탄력] 아비브 부활초 크림 뉴트리션 튜브 75ml 기획 (+30ml 추가 증정),nickelodeonvibes,건성 웜톤 모공 미백,5,0,0,"꾸덕한 제형의 크림이에요
평소에 꾸덕한 제형을 좋아하는데 전혀 무겁지 않고 피부에는 가볍게 스며들어서 너무 마음에 들어요",1,0,0,1,0,0,0,1,0
[7월 올영픽/보습탄력] 아비브 부활초 크림 뉴트리션 튜브 75ml 기획 (+30ml 추가 증정),markly,민감성 겨울쿨톤 각질 다크서클,5,1,0,"다 써서 오늘 드림으로 구매
용기가 약간 아쉬워요
크림 끝까지 쫙쫙 쓰기가 어려움

부활초 앰플이랑 조합 좋은데 앰플도 용기가 좀 아쉽
아주 약간의 점성 있는 묽은 앰플인데 스포이드로 잘 안 떠짐ㅠ 그리고 병 모양이 뭔가 스포이드로 뜨기가 애매함(스포이드가 안 닿는 사각지대가 있음)

전체적으로 용기가 아쉬워요
다만 무난하게 피부랑 잘 맞는 느낌이라 재구매
묘하게 이거 쓰면 피부가 좋아지는 느낌

겨울철에 잘 썼는데 여름에는 어떨지 모르겠네요
일단은 구매…
묘하게 이거 안 쓰면 피부가 텁텁해지는
느낌",1,0,0,1,0,0,0,1,0
[7월 올영픽/보습탄력] 아비브 부활초 크림 뉴트리션 튜브 75ml 기획 (+30ml 추가 증정),빉,건성 웜톤 각질 다크서클,5,0,1,"촉촉하고 튜브타입 용기라 좋은데요
알루미늄 재질(록시땅 핸드크힘같은)이라 오래쓰면 찢아질거같아요 ㅠㅠ 30ml 샘플같은 용기면 좋을거같아요",1,0,0,1,0,0,0,1,0
[시카보다 4배 강한] 한율 어린쑥 수분진정크림 55ml+25ml+마스크팩 기획,,,5,0,0,"몇 통 다 쓰고 다시 구매합니다.
이번에 다행히 미침 세일 행사가 있어서 저렴하게 구매했어요. 하나 쓰고 남은 하나는 지인한테 부탁 받아서 사 주었어요. 비푸에 잘 흡수되면서 보습해 줍니다. 여름 날에도 부담없이 잘 쓸 수 있는 아이템입니다.",1,0,0,1,0,0,0,1,0
[시카보다 4배 강한] 한율 어린쑥 수분진정크림 55ml+25ml+마스크팩 기획,Eunsoo,복합성 웜톤 각질 모공,5,0,1,"항상 믿고 사용하는 제품입니다.
건성 있는 피부라서 필수제품입니다. 세일하고 있어서 저렴한 가격으로 구매했어요. 특히 25ml짜리도 증정 받아서 너무 좋습니다. 크림이지만 잘 피부에 잘 흡수되어서 여름 날인데도 부담없이 잘 쓸 수 있는 것 같아요.",1,0,0,1,0,0,0,1,0
[시카보다 4배 강한] 한율 어린쑥 수분진정크림 55ml+25ml+마스크팩 기획,Eunsoo,복합성 웜톤 각질 모공,4,0,0,항상 사용하는 제품입니다 만족합니다 만족합니다 ㅎㅎ 네 만족합니다 꾸준히 써보겠 습니다,0,1,0,0,0,1,0,1,0
[시카보다 4배 강한] 한율 어린쑥 수분진정크림 55ml+25ml+마스크팩 기획,쭈라니,민감성 모공 미백,5,1,0,좋아요 새일 기간 동안 저렴하게 잘 구매해서 사용 중이에요!!,0,1,0,0,0,1,1,0,0
[시카보다 4배 강한] 한율 어린쑥 수분진정크림 55ml+25ml+마스크팩 기획,ppppo,복합성 여름쿨톤 트러블,4,1,0,"시카가 저랑은 좀 안맞나봐요. 진정효과는 잘 모르겠어요. 쑥향이 좋고, 발림성도 좋아요. 근대 진정은 그닥이에요.",0,1,0,0,0,1,1,0,0
리얼베리어 익스트림 크림 70ml 기획 (+30ml),,,5,0,0,"여러분 이거 진짜 레전드에요
우선 제 피부타입은 악건성에 일주일에 한번씩은 트러블 무조건 나고, 민감한 피부라서 아무거나 못바르는 건조한 트러블성 민감 피부입니다..!!!

항상 트러블이 나긴 했었지만 주로 턱이나 코 주변에 많이 났었는데 언제부턴가 볼에도 크고 아픈 뾰루지가 계속 나는거에요.. ㅠㅠ
그래서 진정 세럼도 발라보고 진정팩, 소염제 등등 진짜 트러블 가라앉히려고 할 수 있는건 다 해봤는데, 진정되기는 커녕 오히려 심해지더라구요.
뭔가 이건 피부장벽이 문제인 것 같다 싶어서 피부장벽 개선해보려고 샀는데

웬일이야 바로 가라앉은거에요 볼에 있는 트러블들이!!!!!

그래서 전 지금 스킨 세럼 다 스킵하고 그냥 이거 크림만 발라주는데 그 어느때보다 피부가 좋습니다.. 진짜 리얼이에요..

저처럼 피부장벽이 무너지신 분들.. 꼭 추천드립니다!! ㅠㅠ 장벽개선에 진짜 효과 좋아요 ㅠ

단점을 꼽자면
1. 연고같은 제형이라 호불호가 조금 있을 수 있음
2. 지성분들한텐 조금 무거울수도 있음 (근데 리얼베리어에 더 가벼운 제형으로도 따로 팔긴하더라구요! 근데 그것도 이것처럼 좋은지는 저도 모르겠어요 안써봐서 ㅎㅅㅎ¨̮ )
3. 양조절 잘못하면 피부화장 밀림 ㅎㅅㅎ¨̮ ..

장점 한 번 더 정리!!!
1. 피부장벽개선 👍
2. 악건성 보습 👍
3. 피부장벽이 개선되어서 그런지 트러블 안남
4. 피부 진짜 맨들맨들 부드러워짐🥹

이상입니다!!!!",1,0,0,1,0,0,0,1,0
리얼베리어 익스트림 크림 70ml 기획 (+30ml),만두밍디,건성 봄웜톤 다크서클 잡티,5,0,0,"국내에 꾸덕크림이 없는데
드디어 만났어요. 제로이드가 좀 꾸덕한데
당기는 느낌이더라구요.
이것도 이거하나만 바르면 뻑뻑한데
시칼파트아벤느라 섞어바르니 참 좋습니다.
잘때 떡칠하고 잡니다.
아침엔 안발라요",1,0,0,1,0,0,0,1,0
리얼베리어 익스트림 크림 70ml 기획 (+30ml),ya****,건성 웜톤 미백 주름,5,1,0,"여드름 잘 나는데 다른 거 쓰면 뒤집어져서ㅠㅠ 돌고돌아 항상 다시 구매하게됩니다.
너무 기름지지도 않고 보습력은 좋아서 만족합니다!
패키지 리뉴얼 이쁘게 됐네요.",0,1,0,0,0,1,0,1,0
리얼베리어 익스트림 크림 70ml 기획 (+30ml),나익히,복합성 가을웜톤 각질 다크서클,5,0,0,"제품 출시 초창기부터 사용했는데
통이 벌써 두번째 리뉴얼 됐네요
내용물은 안달라졌어요
여전히 건조한 붉은피부 맨들하게 만드는데 1티어입니다

여름에 사용하기에 좀 무거워서 오전엔 안쓰는데
자기전에는 꼭 바릅니다
타 제품에 비해 회복력 차이가 커요",1,0,0,0,0,1,0,1,0
리얼베리어 익스트림 크림 70ml 기획 (+30ml),연실이,건성 여름쿨톤 각질 민감성,5,1,0,샘플로 접해봤다가 보습에 너무 좋아서 계속 재구매하는 크림이에요 촉촉하고 답답하지 않아서 좋아용,0,1,0,1,0,0,0,1,0
[판매량 1억개 돌파/대용량] AHC 텐 레볼루션 리얼 아이크림 포 페이스 더블 기획,,,5,0,0,"🤩에이에치씨 링클~!! 아이크림🥰😍


처음 구매해보고 써보니 너무 만족합니다❤️❤️
샘플로 받아서 써보니 너무 좋고 만족해서
정품구매요^^

🥰가장 마음에 드는점:
촉촉하고 화장이 밀리지않아요❤️
제가 쓰려고 구매합니다 ~

🤗구매한이유:
오전에 쓸 극건성용크림 찾다가 샘플써보고
구매했어요~😙

😙보습감: 촉촉하니 부드럽게 도포되고
쓱~ 스며들고 보습감 갑👍입니다~!

사실 저는 극건성피부라 해당제품을 겨울보단
가을이나 봄철에 사용합니다.
이번에 장만했네요

😙발림성: 부드럽고 차갑고 약간의 진떡함?
수분가득한 느낌으로 바르면 쓱~스며들며
끈적이지않고 깔금하면서 보습도 같이 되는
상품입니다

☺️ 무엇보다 화장이 안밀려서
너무마음에듭니다♡♡

용기가 튜브형이라 위생적으로 👍👍",0,1,0,0,0,1,1,0,0
[판매량 1억개 돌파/대용량] AHC 텐 레볼루션 리얼 아이크림 포 페이스 더블 기획,ZZ바라기,건성 웜톤 모공 민감성,5,0,0,"이 아이크림이 좋은 제품이고 가격이 저렴해서 너무 좋아요!
질감이 두껍고 피부를 촉촉하게 만들어요.
눈가 주름을 잘 관리해주는 크림이라서 잘 쓰고 있어요 ^^
향이 없고 자극없이 순해요.
저는 아주 건조한 피부타입이고, 남자친구가 민성한 피부타입인데 우리 둘 다 이 아이크림을 좋아해요 :)",1,0,0,1,0,0,0,1,0
[판매량 1억개 돌파/대용량] AHC 텐 레볼루션 리얼 아이크림 포 페이스 더블 기획,comejuliet,건성 가을웜톤 블랙헤드 주름,5,1,0,우리 어머니 사드린것 중 제대로 쓰는거 5위 안에 드는데 진짜 괜찮어용 근데 저희 어머닌 질리셔서 이젠 달팽이 크림으로 갈아탐 ㅜ,1,0,0,0,1,0,1,0,0
[판매량 1억개 돌파/대용량] AHC 텐 레볼루션 리얼 아이크림 포 페이스 더블 기획,트러블메이커22,,5,0,1,"쿠폰도 쓰고 이ㅣ구성에 이가격이면 땡큐죠
고물가시대에 혼자쓰니 오래쓸거같아요
아이크림 떨어지면 항상 에이에이치씨로",0,1,0,1,0,0,0,1,0
[판매량 1억개 돌파/대용량] AHC 텐 레볼루션 리얼 아이크림 포 페이스 더블 기획,알이즈웰웰,복합성 웜톤 모공,5,0,0,"엄마가 아이크림 필요하다고 하셔서 구매했어용!!
만족스럽게 사용 중이신 것 같구, 다 쓰면 같은 제품으로 재구매할 것 같습니다~!",0,1,0,0,1,0,0,1,0
[NEW]바이오힐보 판테셀 리페어시카 크림 더블 기획 (본품 50ml+튜브 50mL),,,5,0,0,끈적임없는 수분크림같은 재생크림 원하는 분들께 추천해요,0,1,0,0,0,1,0,1,0
[NEW]바이오힐보 판테셀 리페어시카 크림 더블 기획 (본품 50ml+튜브 50mL),체리쿵,복합성 봄웜톤 모공 미백,5,0,0,이전 판테놀 시카 블레미쉬 크림을 써 본 적이 있는데 이 아이가 그 업그레이드 버전이라 하네요. 구매 전까지도 몰랐거든요. 사실 올영 세일을 통하지 않는다면 쌘 가격대이긴 하지만 단지와 튜브가 함께인 점은 응근 센스있는 기획인 거 같네요. 자세한 후기는 꾸준히 사용해 본 후 한달사용리뷰 통해 남겨볼께요.,1,0,0,0,0,1,0,1,0
